^att_main_0^att_main_1^att_main_2^att_main_3^att_main_4^att_main_5^att_main_6^att_main_7^att_main_8^att_main_9^att_main_10^att_main_11^att_main_12^att_main_13^att_main_14^att_main_15^att_build_0^att_build_1^att_build_2^att_build_3^att_equipment_0^att_equipment_1^att_equipment_2^att_equipment_3^att_equipment_4^att_location_0^att_location_1^att_location_2^att_location_3^att_location_4^att_location_5^att_location_6^att_location_7^att_location_8^price
39379395^ 140 m² construidos ^ 4 habitaciones ^ 2 baños ^ Plaza de garaje por 15.000 eur adicionales ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^^^^^^Urb. PRADILLO, 4 DORM. 2 BAÑOS, GARAJE OPCIONAL^ Urb. PRADILLO, 4 DORM. 2 BAÑOS, GARAJE OPCIONAL ^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^199900
39380224^ 100 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación este ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^155000
39380778^ 65 m² construidos, 60 m² útiles ^ 3 habitaciones ^ 1 baño ^ Armarios empotrados ^ Orientación oeste ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^ Planta 3ª exterior ^ Sin ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^79000
39380815^ 70 m² construidos ^ 2 habitaciones ^ 1 baño ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^ Vivienda apta para su uso por personas con movilidad reducida ^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^148500
39388359^ 95 m² construidos ^ 4 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^ Planta 6ª ^ Con ascensor ^^^^^^^^Calle río ebro^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^146000
39392738^ 110 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Avenida de la Onu^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^169000
39395191^ 95 m² construidos, 72 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur ^ Certificación energética: no indicado ^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Avenida Olímpica, 18 D^ Distrito El Soto - Coveta ^ Móstoles ^ Zona sur, Madrid ^^^^^^152000
39397547^ 120 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Jardín ^^^^^Paseo de Goya, 28^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^193000
39405423^ 100 m² construidos, 85 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^Calle Echegaray, 6^ Urb. Parque Fátima ^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^172000
39406546^ 92 m² construidos, 75 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/para reformar ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^139900
39408898^ 134 m² construidos ^ 4 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^^ exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Avenida de la Osa menor, 34^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^253000
39410688^ 110 m² construidos, 105 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^^ Bajo exterior ^ Con ascensor ^^^^^^^^^ Distrito El Soto - Coveta ^ Móstoles ^ Zona sur, Madrid ^^^^^^168000
39412229^ 90 m² construidos, 80 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/para reformar ^ Armarios empotrados ^ Certificación energética: no indicado ^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Jardín ^^^^^ Calos V^ Urb. URB. COVADONGA ^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^154500
39412627^ 105 m² construidos, 90 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación norte ^ Construido en 1975 ^ Certificación energética: en trámite ^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^Urb. villafontana II^ Urb. villafontana II ^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^157000
39412797^ 110 m² construidos, 97 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur, este ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^155000
39416675^ 122 m² construidos, 98 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Orientación sur, este ^ Certificación energética: no indicado ^^^^^^^^^ Planta 9ª exterior ^ Con ascensor ^^^ Jardín ^^^^^Calle de los hermanos pinzón^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^165000
39416979^ 118 m² construidos, 105 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^ ^ Con ascensor ^^^^^^^^^ Distrito Coimbra - Guadarrama ^ Móstoles ^ Zona sur, Madrid ^^^^^^198670
39417323^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^257600
39417324^ 130 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Bajo exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^263200
39417325^ 125 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^258200
39417326^ 122 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^277200
39417327^ 128 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Bajo exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^280000
39417360^ 124 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^271200
39417361^ 104 m² construidos ^ 2 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^226200
39417362^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^279500
39417671^ 90 m² construidos ^ 3 habitaciones ^ 1 baño ^ Trastero ^ Certificación energética: no indicado ^^^^^^^^^^^^ Bajo ^ Con ascensor ^^^^^^^^Avenida del alcalde de móstoles^ Urb. Bajo en Avda. Alcalde de Móstoles ^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^135000
39417843^ 150 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^ Vivienda apta para su uso por personas con movilidad reducida ^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^^^^^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^238000
39418280^ 140 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Balcón ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^ Vivienda apta para su uso por personas con movilidad reducida ^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^^ Distrito Coimbra - Guadarrama ^ Móstoles ^ Zona sur, Madrid ^^^^^^190000
39420496^ 115 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/para reformar ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 9ª exterior ^ Con ascensor ^^^ Jardín ^^^^^^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^152000
39420675^ 75 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/para reformar ^ Certificación energética: en trámite ^^^^^^^^^^^ Bajo exterior ^ Con ascensor ^^^ Jardín ^^^^^Urb. LIBERTAD^ Urb. LIBERTAD ^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^117300
39421387^ 90 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Balcón ^ Plaza de garaje por 11.000 eur adicionales ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^ Planta 1ª exterior ^ Sin ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^125000
39421705^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^260400
39421944^ 90 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 3ª exterior ^ Sin ascensor ^^^^^^^^^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^129900
39424220^ 150 m² construidos, 130 m² útiles ^ 4 habitaciones ^ 2 baños ^ Balcón ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur, este ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^ Vivienda apta para su uso por personas con movilidad reducida ^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^197000
39424710^ 80 m² construidos ^ 2 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación sur, oeste ^ Construido en 2006 ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^ PARIS^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^195000
39425322^ 95 m² construidos, 80 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur, este ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^ Vivienda apta para su uso por personas con movilidad reducida ^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^179000
39426973^ 95 m² construidos, 89 m² útiles ^ 3 habitaciones ^ 2 baños ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur, este ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Calle Río Odiel, 15^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^181000
39430420^ 110 m² construidos, 100 m² útiles ^ 4 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^^^^^^ Tamarindo^ Distrito Coimbra - Guadarrama ^ Móstoles ^ Zona sur, Madrid ^^^^^^198900
39433921^ 90 m² construidos ^ 3 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle Violeta, 14^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^189000
39434182^ 78 m² construidos ^ 2 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Certificación energética:  (290 kWh/m² año) ^^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^^^^^^Avenida Dos de Mayo^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^134000
39434912^ 106 m² construidos, 96 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Construido en 2003 ^ Certificación energética:  (213 kWh/m² año) ^^^^^^^^^ Planta 2ª ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^^ Distrito Coimbra - Guadarrama ^ Móstoles ^ Zona sur, Madrid ^^^^^^183000
39446670^ 80 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^^ Planta 1ª ^ Sin ascensor ^^^ Aire acondicionado ^^^^^Calle castellón^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^114900
39447859^ 65 m² construidos, 62 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/para reformar ^ Armarios empotrados ^ Construido en 1973 ^ Certificación energética: en trámite ^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^119300
39451069^ 61 m² construidos ^ 2 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Construido en 2009 ^ Certificación energética: en trámite ^^^^^^^^ Bajo exterior ^ Con ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^146000
39451583^ 60 m² construidos ^ 3 habitaciones ^ 1 baño ^ Orientación este ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^ ^ Sin ascensor ^^^^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^125000
39452031^ 83 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Construido en 1983 ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 10ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^157000
39454350^ 120 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^161000
39454667^ 99 m² construidos, 95 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación oeste ^ Certificación energética: no indicado ^^^^^^^^^ Planta 2ª ^ Con ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^171600
39457788^ 62 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^ Planta 4ª ^^^^^^^^^Calle sevilla^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^88900
39458761^ 75 m² construidos, 73 m² útiles ^ 1 habitación ^ 1 baño ^ Segunda mano/para reformar ^ Orientación sur ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^^^^^^^^^^ Bajo exterior ^ Con ascensor ^^^^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^65000
39458892^ 75 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^137000
39462469^ 75 m² construidos, 60 m² útiles ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Orientación este ^ Certificación energética: no indicado ^^^^^^^^^^^ Planta 1ª exterior ^ Sin ascensor ^^^ Aire acondicionado ^^^^^Calle empecinado^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^132000
39462577^ 150 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/para reformar ^ Orientación sur ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^ Vivienda apta para su uso por personas con movilidad reducida ^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^^^^^^Calle de Juan de Juanes^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^183000
39462588^ 120 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^ Vivienda apta para su uso por personas con movilidad reducida ^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^^^^^^ Salvador Dali^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^165000
39465145^ 60 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/para reformar ^ Armarios empotrados ^ Construido en 1974 ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 2ª exterior ^ Sin ascensor ^^^^^^^^ valladolid^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^96500
39466797^ 78 m² construidos, 70 m² útiles ^ 3 habitaciones ^ 1 baño ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^120000
39467381^ 105 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^ Planta 8ª exterior ^ Con ascensor ^^^ Jardín ^^^^^Urb. VILLAFONTANA II^ Urb. VILLAFONTANA II ^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^171000
39468266^ 81 m² construidos ^ 2 habitaciones ^ 2 baños ^ Terraza ^ Promoción de obra nueva ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Avenida Alcalde de Móstoles , 10^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^234600
39470879^ 62 m² construidos, 60 m² útiles ^ Sin habitación ^ 1 baño ^ Segunda mano/buen estado ^ Orientación sur ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^^^^^^^^^^ Bajo exterior ^ Con ascensor ^^^ Jardín ^^^^^ juan de juanes^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^69000
39470880^ 94 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Trastero ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^^^^^^Urb. Villafontana II^ Urb. Villafontana II ^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^170000
39472130^ 85 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^ Planta 4ª exterior ^ Sin ascensor ^^^^^^^^Paseo Arroyomolinos^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^106000
39473504^ 104 m² construidos, 83 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Construido en 1978 ^ Certificación energética: en trámite ^^^^^^^^ Planta 10ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle de joaquín blume^ Distrito El Soto - Coveta ^ Móstoles ^ Zona sur, Madrid ^^^^^^179000
